Datetime,Open,High,Low,Close,Volume
2022-12-01 09:30:00,107.0199966430664,107.56999969482422,106.75,107.56999969482422,32711.0
2022-12-01 09:31:00,107.95999908447266,108.29000091552734,107.95999908447266,108.29000091552734,4552.0
2022-12-01 09:32:00,108.19499969482422,108.36000061035156,107.90499877929688,107.91000366210938,11105.0
2022-12-01 09:33:00,108.08999633789062,108.44339752197266,107.93000030517578,107.93000030517578,5787.0
2022-12-01 09:34:00,107.91999816894531,107.91999816894531,107.55999755859375,107.8499984741211,8125.0
2022-12-01 09:35:00,108.04000091552734,108.04000091552734,107.98999786376953,107.98999786376953,1277.0
2022-12-01 09:36:00,107.87000274658203,108.0999984741211,107.7699966430664,108.05500030517578,6977.0
2022-12-01 09:37:00,108.0199966430664,108.29499816894531,108.0199966430664,108.25,2758.0
2022-12-01 09:38:00,108.24919891357422,108.25,108.0199966430664,108.07499694824219,4421.0
2022-12-01 09:39:00,108.16000366210938,108.23999786376953,107.72000122070312,107.72000122070312,7483.0
2022-12-01 09:40:00,107.83000183105469,108.12000274658203,107.66500091552734,107.66500091552734,13408.0
2022-12-01 09:41:00,107.73999786376953,107.8499984741211,107.70999908447266,107.80000305175781,3841.0
2022-12-01 09:42:00,107.91000366210938,108.05000305175781,107.91000366210938,108.05000305175781,878.0
2022-12-01 09:43:00,107.9800033569336,108.26499938964844,107.91999816894531,108.1500015258789,5439.0
2022-12-01 09:44:00,108.25,108.25,108.08999633789062,108.13999938964844,2440.0
2022-12-01 09:45:00,108.27999877929688,108.27999877929688,108.19999694824219,108.22000122070312,7879.0
2022-12-01 09:46:00,108.68000030517578,108.80999755859375,108.68000030517578,108.71499633789062,826.0
2022-12-01 09:47:00,108.64540100097656,108.76000213623047,108.58999633789062,108.7300033569336,13015.0
2022-12-01 09:48:00,108.7300033569336,108.76000213623047,108.6500015258789,108.76000213623047,2922.0
2022-12-01 09:49:00,108.63829803466797,108.76000213623047,108.3499984741211,108.38999938964844,18518.0
2022-12-01 09:50:00,108.37999725341797,108.52999877929688,108.33999633789062,108.41999816894531,9207.0
2022-12-01 09:51:00,108.44999694824219,108.72000122070312,108.44999694824219,108.72000122070312,6060.0
2022-12-01 09:52:00,108.7300033569336,108.8499984741211,108.7300033569336,108.8499984741211,5635.0
2022-12-01 09:53:00,108.88999938964844,108.88999938964844,108.70999908447266,108.70999908447266,4902.0
2022-12-01 09:54:00,108.7300033569336,108.83000183105469,108.69999694824219,108.83000183105469,2860.0
2022-12-01 09:55:00,108.91000366210938,108.91000366210938,108.81999969482422,108.8499984741211,2208.0
2022-12-01 09:56:00,108.8499984741211,109.26000213623047,108.8499984741211,109.22000122070312,12942.0
2022-12-01 09:57:00,109.29000091552734,109.4800033569336,109.23999786376953,109.40499877929688,13693.0
2022-12-01 09:58:00,109.40499877929688,109.42500305175781,109.31999969482422,109.33000183105469,12688.0
2022-12-01 09:59:00,109.33499908447266,109.3499984741211,109.19000244140625,109.26000213623047,5563.0
2022-12-01 10:00:00,109.3499984741211,109.5,108.80500030517578,108.80500030517578,12404.0
2022-12-01 10:01:00,108.91000366210938,108.95999908447266,108.7300033569336,108.8949966430664,5815.0
2022-12-01 10:02:00,108.94000244140625,108.94000244140625,108.87000274658203,108.90499877929688,1565.0
2022-12-01 10:03:00,108.904296875,109.11000061035156,108.80000305175781,109.02999877929688,4898.0
2022-12-01 10:04:00,109.0199966430664,109.0199966430664,108.7699966430664,108.80000305175781,4975.0
2022-12-01 10:05:00,108.86000061035156,108.87989807128906,108.5999984741211,108.69999694824219,2710.0
2022-12-01 10:06:00,108.75,108.95500183105469,108.75,108.95500183105469,1856.0
2022-12-01 10:07:00,108.8499984741211,108.87000274658203,108.55999755859375,108.70999908447266,6081.0
2022-12-01 10:08:00,108.61000061035156,108.66000366210938,108.54000091552734,108.58999633789062,4595.0
2022-12-01 10:09:00,108.55999755859375,108.61000061035156,108.44000244140625,108.44000244140625,3460.0
2022-12-01 10:10:00,108.43000030517578,108.51000213623047,108.41000366210938,108.45999908447266,3113.0
2022-12-01 10:11:00,108.36000061035156,108.37000274658203,107.99500274658203,107.99500274658203,7266.0
2022-12-01 10:12:00,107.90499877929688,107.90499877929688,107.58000183105469,107.58000183105469,2887.0
2022-12-01 10:13:00,107.62000274658203,107.62000274658203,107.16000366210938,107.16000366210938,19571.0
2022-12-01 10:14:00,107.12000274658203,107.41000366210938,106.87999725341797,107.375,47395.0
2022-12-01 10:15:00,107.45999908447266,107.54000091552734,107.3499984741211,107.41000366210938,8054.0
2022-12-01 10:16:00,107.41000366210938,107.41000366210938,107.20999908447266,107.20999908447266,7195.0
2022-12-01 10:17:00,107.0999984741211,107.12000274658203,106.83000183105469,106.87000274658203,11147.0
2022-12-01 10:18:00,107.0,107.05000305175781,106.80999755859375,106.80999755859375,5387.0
2022-12-01 10:19:00,106.83000183105469,106.93000030517578,106.44000244140625,106.5,6254.0
2022-12-01 10:20:00,106.56999969482422,106.62000274658203,106.44000244140625,106.44000244140625,3475.0
2022-12-01 10:21:00,106.51499938964844,106.625,106.43000030517578,106.59500122070312,4654.0
2022-12-01 10:22:00,106.66000366210938,106.87000274658203,106.66000366210938,106.80000305175781,4497.0
2022-12-01 10:23:00,106.83000183105469,106.83000183105469,106.73999786376953,106.73999786376953,1003.0
2022-12-01 10:24:00,106.87999725341797,106.87999725341797,106.71009826660156,106.81999969482422,2264.0
2022-12-01 10:25:00,106.75,106.88999938964844,106.73999786376953,106.78500366210938,3852.0
2022-12-01 10:26:00,106.9000015258789,107.08999633789062,106.9000015258789,107.05000305175781,2114.0
2022-12-01 10:27:00,107.1449966430664,107.1449966430664,107.05000305175781,107.08000183105469,2368.0
2022-12-01 10:28:00,106.94999694824219,106.94999694824219,106.81999969482422,106.88999938964844,3250.0
2022-12-01 10:29:00,106.87999725341797,106.91500091552734,106.69000244140625,106.91000366210938,5735.0
2022-12-01 10:30:00,106.94000244140625,106.94000244140625,106.69000244140625,106.69000244140625,2820.0
2022-12-01 10:31:00,106.79000091552734,106.86499786376953,106.77999877929688,106.80000305175781,3656.0
2022-12-01 10:32:00,106.73999786376953,106.88999938964844,106.68000030517578,106.68000030517578,10797.0
2022-12-01 10:33:00,106.5999984741211,106.7699966430664,106.5999984741211,106.7699966430664,979.0
2022-12-01 10:34:00,106.80000305175781,106.87999725341797,106.73500061035156,106.73500061035156,15757.0
2022-12-01 10:35:00,106.70999908447266,106.80999755859375,106.62000274658203,106.80000305175781,4328.0
2022-12-01 10:36:00,106.86000061035156,107.0,106.80999755859375,106.91000366210938,6781.0
2022-12-01 10:37:00,107.0,107.0,106.93000030517578,107.0,1936.0
2022-12-01 10:38:00,106.95999908447266,107.08000183105469,106.94999694824219,107.0,12069.0
2022-12-01 10:39:00,106.9800033569336,107.04000091552734,106.91000366210938,106.94000244140625,5729.0
2022-12-01 10:40:00,106.94000244140625,106.94000244140625,106.92500305175781,106.92500305175781,1382.0
2022-12-01 10:41:00,106.91000366210938,106.91000366210938,106.73999786376953,106.73999786376953,4407.0
2022-12-01 10:42:00,106.7699966430664,106.86000061035156,106.58000183105469,106.58000183105469,2650.0
2022-12-01 10:43:00,106.66000366210938,106.7396011352539,106.62999725341797,106.7396011352539,730.0
2022-12-01 10:44:00,106.7750015258789,106.80500030517578,106.7750015258789,106.80500030517578,394.0
2022-12-01 10:45:00,106.8499984741211,107.00499725341797,106.8499984741211,107.00499725341797,10257.0
2022-12-01 10:46:00,106.87000274658203,106.87000274658203,106.87000274658203,106.87000274658203,733.0
2022-12-01 10:47:00,106.90499877929688,106.90499877929688,106.88999938964844,106.88999938964844,1637.0
2022-12-01 10:48:00,106.86000061035156,106.9000015258789,106.86000061035156,106.9000015258789,1729.0
2022-12-01 10:49:00,106.91000366210938,106.93000030517578,106.91000366210938,106.93000030517578,528.0
2022-12-01 10:50:00,106.93000030517578,107.05000305175781,106.93000030517578,107.0199966430664,8300.0
2022-12-01 10:51:00,107.00250244140625,107.05999755859375,106.94000244140625,107.05999755859375,9478.0
2022-12-01 10:52:00,107.08000183105469,107.16999816894531,107.08000183105469,107.16999816894531,2548.0
2022-12-01 10:53:00,107.26499938964844,107.30000305175781,107.21499633789062,107.2300033569336,1734.0
2022-12-01 10:54:00,107.20999908447266,107.20999908447266,106.88999938964844,106.88999938964844,5638.0
2022-12-01 10:55:00,106.81999969482422,106.81999969482422,106.5199966430664,106.58000183105469,6899.0
2022-12-01 10:56:00,106.58000183105469,106.68000030517578,106.4800033569336,106.65249633789062,3011.0
2022-12-01 10:57:00,106.6500015258789,106.6500015258789,106.55999755859375,106.625,2109.0
2022-12-01 10:58:00,106.7750015258789,106.94000244140625,106.7750015258789,106.94000244140625,3420.0
2022-12-01 10:59:00,107.0,107.16909790039062,107.0,107.12999725341797,4807.0
2022-12-01 11:00:00,107.11000061035156,107.12000274658203,107.0,107.05000305175781,3507.0
2022-12-01 11:01:00,107.05000305175781,107.05999755859375,107.01000213623047,107.01000213623047,1165.0
2022-12-01 11:02:00,107.06999969482422,107.06999969482422,107.01000213623047,107.05500030517578,1567.0
2022-12-01 11:03:00,107.04000091552734,107.04000091552734,106.79000091552734,106.79000091552734,4499.0
2022-12-01 11:04:00,106.87000274658203,106.93000030517578,106.87000274658203,106.92500305175781,1659.0
2022-12-01 11:05:00,106.97000122070312,107.01000213623047,106.91999816894531,106.91999816894531,1651.0
2022-12-01 11:06:00,106.94000244140625,106.94000244140625,106.68000030517578,106.68000030517578,3613.0
2022-12-01 11:07:00,106.72000122070312,106.80999755859375,106.72000122070312,106.80999755859375,1772.0
2022-12-01 11:08:00,106.81999969482422,106.8499984741211,106.81999969482422,106.8499984741211,1400.0
2022-12-01 11:09:00,106.88999938964844,107.0,106.88999938964844,106.9749984741211,2207.0
2022-12-01 11:10:00,107.0,107.23999786376953,106.95999908447266,107.0999984741211,9631.0
2022-12-01 11:11:00,107.08000183105469,107.08000183105469,107.05999755859375,107.05999755859375,853.0
2022-12-01 11:12:00,107.0199966430664,107.06999969482422,106.98500061035156,107.0250015258789,3902.0
2022-12-01 11:13:00,107.0,107.04000091552734,106.94999694824219,107.0,3114.0
2022-12-01 11:14:00,107.08999633789062,107.08999633789062,107.08999633789062,107.08999633789062,272.0
2022-12-01 11:15:00,107.11000061035156,107.11000061035156,106.8499984741211,106.88999938964844,8586.0
2022-12-01 11:16:00,106.94000244140625,106.94999694824219,106.88999938964844,106.91999816894531,2002.0
2022-12-01 11:17:00,106.88999938964844,106.95999908447266,106.80999755859375,106.87999725341797,8585.0
2022-12-01 11:18:00,106.83999633789062,107.0199966430664,106.80999755859375,106.9749984741211,13180.0
2022-12-01 11:19:00,107.02999877929688,107.16999816894531,107.02999877929688,107.16999816894531,2073.0
2022-12-01 11:20:00,107.26000213623047,107.33999633789062,107.26000213623047,107.31500244140625,6338.0
2022-12-01 11:21:00,107.30000305175781,107.41999816894531,107.26000213623047,107.33000183105469,6049.0
2022-12-01 11:22:00,107.3550033569336,107.3550033569336,107.19999694824219,107.30000305175781,4216.0
2022-12-01 11:23:00,107.25,107.28559875488281,107.20999908447266,107.28559875488281,976.0
2022-12-01 11:24:00,107.28500366210938,107.28500366210938,107.1500015258789,107.18000030517578,2231.0
2022-12-01 11:25:00,107.16059875488281,107.19999694824219,107.16059875488281,107.19999694824219,1347.0
